store_id,installHistory,subscriptionHistory
Store_4913,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2023-05-02 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-20 14:20:24.000000"",""toDate"":""2022-09-15 07:26:50.000000"",""billingOnDate"":null},{""price"":49.0,""planName"":""regular_5"",""fromDate"":""2022-09-15 07:26:50.000000"",""toDate"":""2022-10-10 10:39:31.000000"",""billingOnDate"":null},{""price"":29.0,""planName"":""regular_2_5"",""fromDate"":""2022-10-10 10:39:31.000000"",""toDate"":""2023-05-02 16:34:10.000000"",""billingOnDate"":null}]"
Store_4917,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2023-06-14 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-05-27 14:12:39.000000"",""toDate"":""2023-06-14 13:28:30.000000"",""billingOnDate"":null}]"
Store_4916,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2022-05-16 23:59:59.999000""},{""toNow"":false,""startType"":""CUSTOMER_REACTIVATED"",""fromDate"":""2022-07-01 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2022-08-02 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-12-03 00:00:00.000000"",""endType"":null,""toDate"":""2022-12-11 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-12-19 00:00:00.000000"",""endType"":null,""toDate"":""2022-12-19 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-05-16 22:41:45.000000"",""toDate"":""2022-05-16 23:05:31.000000"",""billingOnDate"":null},{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-07-01 12:05:47.000000"",""toDate"":""2022-08-02 09:59:41.000000"",""billingOnDate"":null}]"
Store_4932,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-19 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-06-19 00:00:00.000000"",""endType"":null,""toDate"":""2023-06-06 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2023-08-01 00:00:00.000000"",""endType"":null,""toDate"":""2023-08-04 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2024-07-06 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-23 06:52:25.000000"",""toDate"":""2023-06-06 12:17:15.000000"",""billingOnDate"":null},{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2023-08-01 08:16:46.000000"",""toDate"":""2023-08-04 09:03:37.000000"",""billingOnDate"":null},{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2024-07-06 09:31:45.000000"",""toDate"":""2024-09-07 03:52:06.185000"",""billingOnDate"":null}]"
Store_4928,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-05-30 13:29:10.000000"",""toDate"":""2024-08-25 00:29:18.796000"",""billingOnDate"":null}]"
Store_4907,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-23 23:59:59.999000""}]",[]
Store_4924,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2023-11-07 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2023-11-07 00:00:00.000000"",""endType"":null,""toDate"":""2023-12-07 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2023-12-07 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2024-05-18 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-07-21 10:43:37.000000"",""toDate"":""2023-11-07 00:17:10.000000"",""billingOnDate"":null},{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2023-11-07 03:16:27.000000"",""toDate"":""2023-12-07 00:09:50.000000"",""billingOnDate"":null},{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2023-12-07 01:27:42.000000"",""toDate"":""2024-05-18 11:32:43.000000"",""billingOnDate"":null}]"
Store_4927,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2024-04-03 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2024-04-24 00:00:00.000000"",""endType"":null,""toDate"":""2024-06-23 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2024-06-25 00:00:00.000000"",""endType"":null,""toDate"":""2024-07-25 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2024-07-25 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-01 11:33:08.000000"",""toDate"":""2024-04-03 00:16:29.000000"",""billingOnDate"":null},{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2024-04-24 15:08:22.000000"",""toDate"":""2024-06-23 00:56:07.000000"",""billingOnDate"":null},{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2024-06-25 09:53:53.000000"",""toDate"":""2024-07-25 00:09:50.000000"",""billingOnDate"":null},{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2024-07-25 10:58:08.000000"",""toDate"":""2024-08-25 00:27:19.121000"",""billingOnDate"":null}]"
Store_4895,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-16 23:59:59.999000""}]",[]
Store_4915,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2022-11-04 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-05-31 10:32:55.000000"",""toDate"":""2022-11-04 13:19:50.000000"",""billingOnDate"":null}]"
Store_4922,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-18 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-08-02 00:00:00.000000"",""endType"":null,""toDate"":""2023-07-14 23:59:59.999000""}]",[]
Store_4930,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":149.0,""planName"":""basic_regular_20"",""fromDate"":""2024-04-22 20:23:24.000000"",""toDate"":""2024-08-22 02:28:47.306000"",""billingOnDate"":null}]"
Store_4901,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-16 23:59:59.999000""}]",[]
Store_4893,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2024-01-16 23:59:59.999000""}]",[]
Store_4910,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2022-07-09 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-07-09 00:00:00.000000"",""endType"":null,""toDate"":""2022-08-08 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-08-08 00:00:00.000000"",""endType"":null,""toDate"":""2022-10-07 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-10-07 00:00:00.000000"",""endType"":null,""toDate"":""2023-03-20 23:59:59.999000""}]",[]
Store_4904,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-16 23:59:59.999000""}]",[]
Store_4921,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-18 23:59:59.999000""}]",[]
Store_4892,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2023-12-15 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-08-01 13:53:51.000000"",""toDate"":""2023-12-15 07:44:34.000000"",""billingOnDate"":null}]"
Store_4914,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-16 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-06-06 00:00:00.000000"",""endType"":null,""toDate"":""2022-08-29 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-08-29 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2022-12-28 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-11 07:05:39.000000"",""toDate"":""2022-08-29 00:18:17.000000"",""billingOnDate"":null},{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-08-29 12:28:58.000000"",""toDate"":""2022-12-28 07:06:34.000000"",""billingOnDate"":null}]"
Store_4896,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_4908,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2023-04-17 23:59:59.999000""}]","[{""price"":29.0,""planName"":""regular_2_5"",""fromDate"":""2022-08-01 07:42:07.000000"",""toDate"":""2023-04-17 08:26:25.000000"",""billingOnDate"":null}]"
Store_4900,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2023-04-02 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2023-04-02 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_4894,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-18 23:59:59.999000""}]",[]
Store_4925,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2024-06-24 23:59:59.999000""}]","[{""price"":55.2,""planName"":""plus_1_discount"",""fromDate"":""2022-06-08 13:49:35.000000"",""toDate"":""2024-06-24 20:40:55.000000"",""billingOnDate"":null}]"
Store_4926,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2024-06-26 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2024-06-26 00:00:00.000000"",""endType"":null,""toDate"":""2024-06-26 23:59:59.999000""}]","[{""price"":55.2,""planName"":""plus_1_discount"",""fromDate"":""2022-05-16 15:29:59.000000"",""toDate"":""2024-06-26 00:19:07.000000"",""billingOnDate"":null}]"
Store_4905,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2022-12-23 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-01 01:50:02.000000"",""toDate"":""2022-12-23 19:59:11.000000"",""billingOnDate"":null}]"
Store_4903,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-19 23:59:59.999000""}]",[]
Store_4898,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2023-03-29 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-08-08 16:07:40.000000"",""toDate"":""2023-03-29 15:21:01.000000"",""billingOnDate"":null}]"
Store_4931,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-05-30 02:28:57.000000"",""toDate"":""2024-09-06 13:17:29.206000"",""billingOnDate"":null}]"
Store_4918,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-25 23:59:59.999000""}]",[]
Store_4902,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-16 23:59:59.999000""}]",[]
Store_4909,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-16 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-06-08 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-08 23:59:59.999000""}]",[]
Store_4882,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-15 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-05-16 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-17 23:59:59.999000""}]",[]
Store_4883,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-15 23:59:59.999000""}]",[]
Store_4881,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-09 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2022-11-05 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_4879,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":""2022-09-04 23:59:59.999000""}]",[]
Store_4874,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-16 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-11-30 00:00:00.000000"",""endType"":null,""toDate"":""2024-02-06 23:59:59.999000""}]",[]
Store_4880,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-15 23:59:59.999000""}]",[]
Store_4876,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":""2023-10-03 23:59:59.999000""}]",[]
Store_4887,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_4888,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-25 23:59:59.999000""}]",[]
Store_4886,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-19 23:59:59.999000""}]",[]
Store_4877,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-19 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-05-24 00:00:00.000000"",""endType"":null,""toDate"":""2023-06-21 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-08 16:01:21.000000"",""toDate"":""2023-06-21 00:18:48.000000"",""billingOnDate"":null}]"
Store_4889,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-16 23:59:59.999000""}]",[]
Store_4885,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-15 23:59:59.999000""}]",[]
Store_4878,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-15 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-06-21 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-21 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-10-09 00:00:00.000000"",""endType"":null,""toDate"":""2022-10-09 23:59:59.999000""}]",[]
Store_4884,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-15 23:59:59.999000""}]",[]
Store_4890,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-24 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-05-25 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-25 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-05-28 00:00:00.000000"",""endType"":null,""toDate"":""2023-11-04 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2023-11-04 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2024-03-06 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2024-06-08 00:00:00.000000"",""endType"":null,""toDate"":""2024-06-08 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-04 03:27:57.000000"",""toDate"":""2023-11-04 00:02:03.000000"",""billingOnDate"":null},{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2023-11-04 05:26:31.000000"",""toDate"":""2024-03-06 14:49:40.000000"",""billingOnDate"":null}]"
Store_4891,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-05 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-06-09 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-17 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2022-08-05 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":29.0,""planName"":""regular_2_5"",""fromDate"":""2022-08-05 16:53:19.000000"",""toDate"":""2024-06-06 16:53:14.000000"",""billingOnDate"":null},{""price"":49.0,""planName"":""basic_regular_5"",""fromDate"":""2024-06-06 16:53:14.000000"",""toDate"":""2024-08-28 01:49:15.694000"",""billingOnDate"":null}]"
Store_4875,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-15 00:00:00.000000"",""endType"":null,""toDate"":""2023-05-27 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2023-10-16 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_4868,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-14 00:00:00.000000"",""endType"":""CUSTOMER_CLOSED"",""toDate"":""2022-11-05 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-03 09:23:48.000000"",""toDate"":""2022-11-05 21:23:06.000000"",""billingOnDate"":null}]"
Store_4866,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-14 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_4860,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-14 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-27 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2023-07-07 00:00:00.000000"",""endType"":null,""toDate"":""2023-09-03 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2023-09-06 00:00:00.000000"",""endType"":null,""toDate"":""2023-12-03 23:59:59.999000""}]",[]
Store_4864,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-14 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2022-08-04 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-20 03:45:30.000000"",""toDate"":""2022-08-04 16:18:02.000000"",""billingOnDate"":null}]"
Store_4862,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-14 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-20 23:59:59.999000""}]",[]
Store_4861,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-14 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-16 23:59:59.999000""}]",[]
Store_4870,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-14 00:00:00.000000"",""endType"":null,""toDate"":""2022-08-22 23:59:59.999000""}]",[]
Store_4871,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-14 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-14 23:59:59.999000""}]",[]
Store_4867,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-14 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-14 23:59:59.999000""}]",[]
Store_4865,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-14 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_4869,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-14 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-14 23:59:59.999000""}]",[]
Store_4863,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-14 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-10 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2022-06-29 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_4872,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-14 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-16 23:59:59.999000""}]",[]
Store_4873,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-14 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-10 13:18:30.000000"",""toDate"":""2024-09-07 01:04:40.109000"",""billingOnDate"":null}]"
Store_4835,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2022-08-31 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2023-11-07 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_4858,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-22 23:59:59.999000""}]",[]
Store_4852,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2023-01-24 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-24 12:41:43.000000"",""toDate"":""2023-01-24 16:08:27.000000"",""billingOnDate"":null}]"
Store_4839,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2022-09-30 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-01 20:55:00.000000"",""toDate"":""2022-09-30 22:24:53.000000"",""billingOnDate"":null}]"
Store_4851,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-13 23:59:59.999000""}]",[]
Store_4855,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-26 23:59:59.999000""}]",[]
Store_4842,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-13 23:59:59.999000""}]",[]
Store_4838,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-13 23:59:59.999000""}]",[]
Store_4837,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2022-12-01 23:59:59.999000""}]",[]
Store_4840,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2023-07-03 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-05-22 17:58:04.000000"",""toDate"":""2023-07-03 17:12:33.000000"",""billingOnDate"":null}]"
Store_4841,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-23 23:59:59.999000""}]",[]
Store_4834,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2023-11-06 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2023-11-06 00:00:00.000000"",""endType"":null,""toDate"":""2023-11-06 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-05-22 04:21:40.000000"",""toDate"":""2023-11-06 06:26:57.000000"",""billingOnDate"":null}]"
Store_4857,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-19 23:59:59.999000""}]",[]
Store_4856,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2023-02-01 23:59:59.999000""}]",[]
Store_4849,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-17 23:59:59.999000""}]",[]
Store_4845,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-14 23:59:59.999000""}]",[]
Store_4850,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-13 23:59:59.999000""}]",[]
Store_4848,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-13 23:59:59.999000""}]",[]
Store_4847,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-13 23:59:59.999000""}]",[]
Store_4846,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-27 23:59:59.999000""}]",[]
Store_4843,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-24 23:59:59.999000""}]",[]
Store_4833,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2022-06-06 23:59:59.999000""},{""toNow"":false,""startType"":""CUSTOMER_REACTIVATED"",""fromDate"":""2022-06-06 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2023-08-23 23:59:59.999000""}]","[{""price"":69.0,""planName"":""plus_1"",""fromDate"":""2022-05-26 19:33:38.000000"",""toDate"":""2022-06-06 14:24:56.000000"",""billingOnDate"":null},{""price"":69.0,""planName"":""plus_1"",""fromDate"":""2022-06-17 17:39:44.000000"",""toDate"":""2023-08-23 15:26:47.000000"",""billingOnDate"":null}]"
Store_4836,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-13 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-13 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-04 23:59:59.999000""}]",[]
